,Name,Wage,Value,Difference
532,M. Škrtel,68000.0,6000000.0,5932000.0
533,S. Radu,51000.0,10000000.0,9949000.0
534,G. Cahill,99000.0,8500000.0,8401000.0
535,L. Diarra,75000.0,6000000.0,5925000.0
536,L. Perrin,37000.0,8500000.0,8463000.0
537,Dante,37000.0,4500000.0,4463000.0
538,A. Granqvist,0.0,0.0,0.0
539,A. Gignac,70000.0,12000000.0,11930000.0
540,M. Gómez,46000.0,12000000.0,11954000.0
541,I. Akinfeev,1000.0,8500000.0,8499000.0
542,I. Denisov,1000.0,4500000.0,4499000.0
543,Juanfran,53000.0,5500000.0,5447000.0
544,Diego López,17000.0,2000000.0,1983000.0
545,Santi Cazorla,39000.0,8500000.0,8461000.0
546,Jesús Navas,22000.0,11500000.0,11478000.0
547,J. Mascherano,20000.0,4500000.0,4480000.0
548,A. Mirante,51000.0,6000000.0,5949000.0
549,D. Srna,27000.0,1700000.0,1673000.0
550,B. Schweinsteiger,11000.0,6000000.0,5989000.0
551,Moyá,26000.0,6000000.0,5974000.0
552,W. Rooney,13000.0,12000000.0,11987000.0
553,Fernando Torres,10000.0,8000000.0,7990000.0
554,S. Sorrentino,10000.0,1000000.0,990000.0
555,V. Tsygankov,1000.0,18000000.0,17999000.0
556,Rúben Dias,10000.0,15000000.0,14990000.0
557,David Neres,18000.0,18000000.0,17982000.0
558,Raphinha,13000.0,18000000.0,17987000.0
559,A. Harit,27000.0,18000000.0,17973000.0
560,Richarlison,79000.0,18000000.0,17921000.0
561,L. Martínez,54000.0,18000000.0,17946000.0
562,F. Kessié,24000.0,19500000.0,19476000.0
563,Luimo Boas Santos,26000.0,12000000.0,11974000.0
564,Gabri Prestão,24000.0,9000000.0,8976000.0
565,Melvin Parrela,20000.0,9500000.0,9480000.0
566,Antônio Chiamuloira,30000.0,9500000.0,9470000.0
567,Maikel Catarino,38000.0,3600000.0,3562000.0
568,A. Lunev,0.0,0.0,0.0
569,André Silva,84000.0,19000000.0,18916000.0
570,C. Pulisic,26000.0,18000000.0,17974000.0
571,M. Dmitrović,21000.0,10000000.0,9979000.0
572,L. Tousart,43000.0,14500000.0,14457000.0
573,Marcos Llorente,110000.0,16000000.0,15890000.0
574,B. Verbič,1000.0,15500000.0,15499000.0
575,S. Bergwijn,17000.0,18000000.0,17983000.0
576,A. Diallo,43000.0,15000000.0,14957000.0
577,A. Golovin,61000.0,17000000.0,16939000.0
578,M. Campaña,21000.0,10000000.0,9979000.0
579,C. Pavón,27000.0,17500000.0,17473000.0
580,K. Toko-Ekambi,38000.0,15000000.0,14962000.0
581,Granell,37000.0,12000000.0,11963000.0
582,F. Cervi,15000.0,17000000.0,16985000.0
583,J. Weigl,43000.0,14500000.0,14457000.0
584,V. Lindelöf,91000.0,14500000.0,14409000.0
585,A. Rebić,39000.0,16000000.0,15961000.0
586,A. Sanabria,27000.0,17500000.0,17473000.0
587,R. Battaglia,17000.0,14500000.0,14483000.0
588,M. Philipp,53000.0,17000000.0,16947000.0
589,A. Saint-Maximin,31000.0,18000000.0,17969000.0
590,D. Zappacosta,94000.0,12500000.0,12406000.0
591,L. Alario,67000.0,16000000.0,15933000.0
592,D. Benedetto,32000.0,13000000.0,12968000.0
593,I. Marcone,31000.0,11500000.0,11469000.0
594,J. Gbamin,26000.0,14500000.0,14474000.0
595,J. Lerma,55000.0,14500000.0,14445000.0
596,Ricardo Horta,16000.0,17000000.0,16984000.0
597,R. Zobnin,1000.0,15000000.0,14999000.0
598,M. Meyer,53000.0,16000000.0,15947000.0
599,Bruma,48000.0,16500000.0,16452000.0
600,R. Centurión,25000.0,15500000.0,15475000.0
601,Jonny,43000.0,13500000.0,13457000.0
602,Otávio,15000.0,17500000.0,17485000.0
603,J. Hofmann,32000.0,15000000.0,14968000.0
604,N. Aké,55000.0,14500000.0,14445000.0
605,J. Hector,26000.0,10000000.0,9974000.0
606,S. Kolašinac,89000.0,13000000.0,12911000.0
607,G. Pizarro,58000.0,10000000.0,9942000.0
608,Roger,32000.0,14500000.0,14468000.0
609,Sergio Rico,13000.0,11500000.0,11487000.0
610,L. Milivojević,56000.0,12500000.0,12444000.0
611,D. Baselli,49000.0,15500000.0,15451000.0
612,K. Rekik,26000.0,14000000.0,13974000.0
613,Denis Suárez,120000.0,17500000.0,17380000.0
614,W. Orban,48000.0,13000000.0,12952000.0
615,Mário Rui,60000.0,11500000.0,11440000.0
616,Iñigo Martínez,26000.0,12000000.0,11974000.0
617,K. Zouma,80000.0,14000000.0,13920000.0
618,Roque Mesa,20000.0,10000000.0,9980000.0
619,J. Brooks,44000.0,14000000.0,13956000.0
620,L. Karius,71000.0,11500000.0,11429000.0
621,Zé Luís,1000.0,14500000.0,14499000.0
622,D. Klaassen,32000.0,15000000.0,14968000.0
623,M. Elyounoussi,48000.0,17500000.0,17452000.0
624,L. Bittencourt,35000.0,16000000.0,15965000.0
625,Sergi Darder,29000.0,16000000.0,15971000.0
626,J. Roussillon,44000.0,14000000.0,13956000.0
627,D. Demme,50000.0,12000000.0,11950000.0
628,J. Gouweleeuw,28000.0,12000000.0,11972000.0
629,M. Rojo,115000.0,10000000.0,9885000.0
630,J. Veretout,59000.0,16500000.0,16441000.0
631,L. Kurzawa,68000.0,13000000.0,12932000.0
632,G. Ramírez,41000.0,13000000.0,12959000.0
633,David López,32000.0,10000000.0,9968000.0
634,C. Tătăruşanu,23000.0,7000000.0,6977000.0
635,A. Mandi,26000.0,13000000.0,12974000.0
636,D. Sidibé,61000.0,12000000.0,11939000.0
637,Y. Konoplyanka,41000.0,12500000.0,12459000.0
638,S. Berghuis,20000.0,15000000.0,14980000.0
639,H. Vanaken,27000.0,15500000.0,15473000.0
640,Campaña,28000.0,15500000.0,15472000.0
641,M. van Ginkel,98000.0,14500000.0,14402000.0
642,Nolito,21000.0,11000000.0,10979000.0
643,M. Gregoritsch,27000.0,16000000.0,15973000.0
644,Ibai Gómez,31000.0,12500000.0,12469000.0
645,Danilo,110000.0,12000000.0,11890000.0
646,R. Barkley,89000.0,16000000.0,15911000.0
647,M. Ryan,41000.0,10500000.0,10459000.0
648,Sergio León,32000.0,12500000.0,12468000.0
649,B. Stambouli,33000.0,10500000.0,10467000.0
650,J. Guilavogui,46000.0,12000000.0,11954000.0
651,Sérgio Oliveira,17000.0,15500000.0,15483000.0
652,D. Caligiuri,33000.0,9000000.0,8967000.0
653,C. Wilson,77000.0,15500000.0,15423000.0
654,P. Jones,110000.0,12000000.0,11890000.0
655,Borja García,35000.0,13000000.0,12965000.0
656,Y. Belhanda,65000.0,12500000.0,12435000.0
657,G. Pezzella,56000.0,12500000.0,12444000.0
658,Jaume Costa,34000.0,9000000.0,8966000.0
659,C. Tosun,105000.0,14500000.0,14395000.0
660,Escudero,20000.0,10000000.0,9980000.0
661,Kike García,32000.0,13000000.0,12968000.0
662,Elkeson,25000.0,13000000.0,12975000.0
663,Ricardo Goulart,25000.0,14500000.0,14475000.0
664,J. Guðmundsson,61000.0,13000000.0,12939000.0
665,N. Clyne,94000.0,11500000.0,11406000.0
666,M. Hitz,41000.0,8000000.0,7959000.0
667,De Marcos,27000.0,9500000.0,9473000.0
668,B. Mee,58000.0,10000000.0,9942000.0
669,Rafael,60000.0,10500000.0,10440000.0
670,Iborra,66000.0,9500000.0,9434000.0
671,J. Wilshere,83000.0,15000000.0,14917000.0
672,B. Hübner,39000.0,10000000.0,9961000.0
673,Souza,44000.0,10000000.0,9956000.0
674,F. Coquelin,36000.0,12000000.0,11964000.0
675,Alex Teixeira,30000.0,13000000.0,12970000.0
676,A. Dzagoev,1000.0,12500000.0,12499000.0
677,I. Smolnikov,0.0,0.0,0.0
678,Y. M'Vila,36000.0,11500000.0,11464000.0
679,K. Asamoah,62000.0,9500000.0,9438000.0
680,R. Zieler,32000.0,10000000.0,9968000.0
681,D. Drinkwater,110000.0,12500000.0,12390000.0
682,N. Kalinić,60000.0,12000000.0,11940000.0
683,Mariano,57000.0,7000000.0,6943000.0
684,S. Feghouli,65000.0,12500000.0,12435000.0
685,Adrien Silva,75000.0,12000000.0,11925000.0
686,Fernando,57000.0,9500000.0,9443000.0
687,I. Traoré,34000.0,12000000.0,11966000.0
688,G. Mercado,19000.0,8500000.0,8481000.0
689,N. Petersen,35000.0,12500000.0,12465000.0
690,O. Karnezis,48000.0,7000000.0,6952000.0
691,M. Sakho,58000.0,11500000.0,11442000.0
692,Sidnei,27000.0,11500000.0,11473000.0
693,S. Jovetić,79000.0,13000000.0,12921000.0
694,Eder,29000.0,11500000.0,11471000.0
695,J. Hernández,90000.0,12000000.0,11910000.0
696,Fabricio,47000.0,8000000.0,7953000.0
697,Kiko Casilla,105000.0,7500000.0,7395000.0
698,Ángel,31000.0,11500000.0,11469000.0
699,M. Schneiderlin,92000.0,10000000.0,9908000.0
700,M. Fellaini,120000.0,11500000.0,11380000.0
701,P. Wernbloom,1000.0,7000000.0,6999000.0
702,D. Ospina,80000.0,8500000.0,8420000.0
703,S. Mignolet,76000.0,8000000.0,7924000.0
704,A. Begović,52000.0,7500000.0,7448000.0
705,N. Şahin,32000.0,10000000.0,9968000.0
706,R. Bertrand,53000.0,10000000.0,9947000.0
707,A. Masiello,30000.0,7000000.0,6970000.0
708,T. Walcott,105000.0,12500000.0,12395000.0
709,Charles,31000.0,6500000.0,6469000.0
710,T. Heaton,45000.0,7000000.0,6955000.0
711,H. Ben Arfa,38000.0,11000000.0,10962000.0
712,D. Abraham,37000.0,8500000.0,8463000.0
713,E. Lavezzi,22000.0,8000000.0,7978000.0
714,S. Kalou,34000.0,10000000.0,9966000.0
715,J. Farfán,1000.0,7500000.0,7499000.0
716,R. Babel,55000.0,11000000.0,10945000.0
717,A. Young,110000.0,7000000.0,6890000.0
718,J. Hart,45000.0,7500000.0,7455000.0
719,L. López,22000.0,6000000.0,5978000.0
720,D. Baier,28000.0,3800000.0,3772000.0
721,B. Yılmaz,41000.0,10000000.0,9959000.0
722,R. Adler,25000.0,6500000.0,6475000.0
723,S. Lichtsteiner,94000.0,3600000.0,3506000.0
724,E. Adebayor,34000.0,6500000.0,6466000.0
725,E. Belözoğlu,23000.0,4000000.0,3977000.0
726,Loren,25000.0,14000000.0,13975000.0
727,Éder Militão,10000.0,14000000.0,13990000.0
728,F. Chiesa,46000.0,16000000.0,15954000.0
729,M. Lazzari,15000.0,13000000.0,12985000.0
730,A. Hakimi,49000.0,12500000.0,12451000.0
731,S. Nakajima,12000.0,14000000.0,13988000.0
732,L. Jović,12000.0,15500000.0,15488000.0
733,S. Ascacíbar,24000.0,12000000.0,11976000.0
734,A. Lafont,12000.0,14000000.0,13988000.0
735,T. Alexander-Arnold,36000.0,14000000.0,13964000.0
736,F. Krovinović,12000.0,14000000.0,13988000.0
737,Sidney Pessinho,27000.0,9000000.0,8973000.0
738,Everticinho,29000.0,7500000.0,7471000.0
739,Claudio Coíntra,30000.0,5000000.0,4970000.0
740,Ronaldo Esler,34000.0,7500000.0,7466000.0
741,P. Lees-Melou,33000.0,12500000.0,12467000.0
742,B. Chilwell,43000.0,12500000.0,12457000.0
743,João Novais,15000.0,13000000.0,12985000.0
744,D. Calabria,52000.0,14500000.0,14448000.0
745,F. Mendy,47000.0,13000000.0,12953000.0
746,L. Pellegrini,51000.0,14000000.0,13949000.0
747,Soares,17000.0,12000000.0,11983000.0
748,Daniel Podence,1000.0,14000000.0,13999000.0
749,M. Díaz,15000.0,6000000.0,5985000.0
750,G. Martínez,25000.0,13500000.0,13475000.0
751,M. Eggestein,22000.0,14000000.0,13978000.0
752,Trezeguet,15000.0,13000000.0,12985000.0
753,N. Amiri,27000.0,14500000.0,14473000.0
754,Vallejo,81000.0,13500000.0,13419000.0
755,J. Gomez,61000.0,14500000.0,14439000.0
756,Diogo Jota,56000.0,15500000.0,15444000.0
757,Joan Jordán,22000.0,13500000.0,13478000.0
758,Dyego Sousa,19000.0,10500000.0,10481000.0
759,A. Marušić,46000.0,12500000.0,12454000.0
760,David Soria,18000.0,9000000.0,8982000.0
761,V. Rongier,25000.0,14000000.0,13975000.0
762,W. Weghorst,48000.0,13000000.0,12952000.0
763,O. Al Soma,47000.0,10500000.0,10453000.0
764,M. Nakamba,20000.0,12000000.0,11980000.0
765,Petros,43000.0,10000000.0,9957000.0
766,Pablo Maffeo,24000.0,13000000.0,12976000.0
767,Y. Mina,68000.0,12500000.0,12432000.0
768,M. Dúbravka,39000.0,8500000.0,8461000.0
769,Diego Carlos,25000.0,10500000.0,10475000.0
770,D. Djené,23000.0,10000000.0,9977000.0
771,G. Simeone,53000.0,15000000.0,14947000.0
772,M. Meza,23000.0,12500000.0,12477000.0
773,Bastos,44000.0,10000000.0,9956000.0
774,S. Lobotka,22000.0,14000000.0,13978000.0
775,Y. Tielemans,47000.0,16000000.0,15953000.0
776,Marcelo Goiano,15000.0,7500000.0,7485000.0
777,K. Tete,47000.0,11500000.0,11453000.0
778,Capa,23000.0,10500000.0,10477000.0
779,M. Sportiello,22000.0,9000000.0,8978000.0
780,Jemerson,55000.0,11000000.0,10945000.0
781,N. Maksimović,54000.0,11000000.0,10946000.0
782,D. Zapata,41000.0,12000000.0,11959000.0
783,J. Correa,42000.0,14000000.0,13958000.0
784,E. Rigoni,29000.0,13000000.0,12971000.0
785,C. Izquierdoz,25000.0,8000000.0,7975000.0
786,W. Barrios,20000.0,12500000.0,12480000.0
787,J. Mojica,28000.0,10500000.0,10472000.0
788,A. Selikhov,1000.0,9500000.0,9499000.0
789,A. Iwobi,81000.0,14000000.0,13919000.0
790,D. Laxalt,76000.0,12500000.0,12424000.0
791,N. Bentaleb,29000.0,13500000.0,13471000.0
792,N. Stark,24000.0,12000000.0,11976000.0
793,M. Lemina,44000.0,13500000.0,13456000.0
794,L. Dendoncker,18000.0,12000000.0,11982000.0
795,Ricardo Esgaio,16000.0,12500000.0,12484000.0
796,P. Sisto,25000.0,14000000.0,13975000.0
797,P. Max,22000.0,11000000.0,10978000.0
798,R. Gagliardini,46000.0,11500000.0,11454000.0
799,Pere Pons,31000.0,13500000.0,13469000.0
800,D. Berardi,50000.0,14000000.0,13950000.0
801,M. Halstenberg,45000.0,10000000.0,9955000.0
802,J. Quintero,15000.0,12500000.0,12485000.0
803,Tiago Volpi,10000.0,8500000.0,8490000.0
804,Óliver Torres,13000.0,13500000.0,13487000.0
805,Omar Mascarell,29000.0,10500000.0,10471000.0
806,H. Sakai,44000.0,8000000.0,7956000.0
807,Andreas Pereira,91000.0,14000000.0,13909000.0
808,A. Januzaj,29000.0,14000000.0,13971000.0
809,B. Cristante,26000.0,15000000.0,14974000.0
810,Matheus,12000.0,9500000.0,9488000.0
811,B. Traoré,57000.0,14000000.0,13943000.0
812,Y. Poulsen,48000.0,13000000.0,12952000.0
813,L. Trossard,17000.0,14000000.0,13983000.0
814,M. Arnold,40000.0,13500000.0,13460000.0
815,M. De Sciglio,78000.0,10500000.0,10422000.0
816,Leo Baptistao,29000.0,12500000.0,12471000.0
817,V. Chiricheş,57000.0,8500000.0,8443000.0
818,L. Pavoletti,39000.0,10500000.0,10461000.0
819,A. Cragno,21000.0,10500000.0,10479000.0
820,L. Castro,36000.0,10000000.0,9964000.0
821,N. Füllkrug,38000.0,12500000.0,12462000.0
822,F. Fajr,28000.0,10000000.0,9972000.0
823,R. Jiménez,15000.0,12000000.0,11985000.0
824,E. Sala,31000.0,11000000.0,10969000.0
825,S. García,20000.0,11000000.0,10980000.0
826,S. Arias,46000.0,10500000.0,10454000.0
827,B. Reynet,24000.0,8500000.0,8476000.0
828,Pozuelo,19000.0,12000000.0,11981000.0
829,A. Trebel,23000.0,11500000.0,11477000.0
830,J. Lascelles,39000.0,12000000.0,11961000.0
831,T. Kongolo,39000.0,12000000.0,11961000.0
832,A. Carrillo,14000.0,11000000.0,10986000.0
833,Álvaro,32000.0,9500000.0,9468000.0
834,G. Defrel,64000.0,11000000.0,10936000.0
835,Fernando,1000.0,11000000.0,10999000.0
836,V. Darida,30000.0,10500000.0,10470000.0
837,R. Saponara,56000.0,12500000.0,12444000.0
838,Pedro Mendes,26000.0,10000000.0,9974000.0
839,C. Schindler,48000.0,10000000.0,9952000.0
840,N. Chadli,66000.0,10500000.0,10434000.0
841,Arbilla,23000.0,7000000.0,6977000.0
842,L. Dunk,46000.0,11000000.0,10954000.0
843,P. Hernández,24000.0,9000000.0,8976000.0
844,J. Guidetti,29000.0,13000000.0,12971000.0
845,Sergi Gómez,17000.0,11500000.0,11483000.0
846,Oriol Romeu,46000.0,10500000.0,10454000.0
847,Lucas Pérez,85000.0,10500000.0,10415000.0
848,B. Natcho,1000.0,9500000.0,9499000.0
849,Cláudio Ramos,6000.0,9500000.0,9494000.0
850,F. Lejeune,46000.0,10000000.0,9954000.0
851,G. Krychowiak,1000.0,9500000.0,9499000.0
852,N. Lodeiro,11000.0,10000000.0,9989000.0
853,O. Özyakup,47000.0,13000000.0,12953000.0
854,C. Tévez,26000.0,5000000.0,4974000.0
855,K. Papadopoulos,16000.0,10500000.0,10484000.0
856,M. Gradel,32000.0,10000000.0,9968000.0
857,M. Debuchy,31000.0,5500000.0,5469000.0
858,V. Moses,105000.0,11000000.0,10895000.0
859,Z. Junuzović,39000.0,9500000.0,9461000.0
860,Granero,30000.0,9500000.0,9470000.0
861,J. Baumgartlinger,53000.0,7500000.0,7447000.0
862,Fábio Coentrão,13000.0,10000000.0,9987000.0
863,B. Costil,32000.0,6500000.0,6468000.0
864,Hilton,18000.0,0.0,-18000.0
865,N. Gudelj,19000.0,10500000.0,10481000.0
866,L. Pratto,28000.0,10000000.0,9972000.0
867,E. Hernández,29000.0,10000000.0,9971000.0
868,Jurado,41000.0,8000000.0,7959000.0
869,R. Cabella,36000.0,10500000.0,10464000.0
870,Rafael Tolói,27000.0,10000000.0,9973000.0
871,C. Bravo,50000.0,2400000.0,2350000.0
872,Hernanes,19000.0,6000000.0,5981000.0
873,K. Honda,12000.0,8000000.0,7988000.0
874,A. Dzyuba,0.0,0.0,0.0
875,J. Holebas,51000.0,2900000.0,2849000.0
876,Javi García,23000.0,7000000.0,6977000.0
877,Sergio,19000.0,6500000.0,6481000.0
878,M. Cáceres,44000.0,7000000.0,6956000.0
879,Daniel Carriço,18000.0,8000000.0,7982000.0
880,J. Cork,58000.0,10000000.0,9942000.0
881,J. Tomkins,53000.0,9000000.0,8947000.0
882,Guilherme,1000.0,6000000.0,5999000.0
883,Gervinho,49000.0,9000000.0,8951000.0
884,J. Shelvey,50000.0,12500000.0,12450000.0
885,R. Eremenko,1000.0,9000000.0,8999000.0
886,R. Vormer,26000.0,9500000.0,9474000.0
887,J. Lens,50000.0,10000000.0,9950000.0
888,Adriano,45000.0,4000000.0,3955000.0
889,S. Cook,58000.0,8500000.0,8442000.0
890,L. Podolski,11000.0,6500000.0,6489000.0
891,C. Ansaldi,54000.0,7000000.0,6946000.0
892,Manu García,24000.0,6000000.0,5976000.0
893,R. Alessandrini,11000.0,10000000.0,9989000.0
894,J. Ward-Prowse,41000.0,12000000.0,11959000.0
895,M. Harnik,31000.0,8000000.0,7969000.0
896,B. Moukandjo,25000.0,9000000.0,8975000.0
897,G. Pereiro,15000.0,12000000.0,11985000.0
898,G. Castro,34000.0,7500000.0,7466000.0
899,Aarón Martín,18000.0,11000000.0,10982000.0
900,F. Johnson,29000.0,8500000.0,8471000.0
901,L. López,13000.0,7000000.0,6987000.0
902,M. Dossevi,30000.0,8500000.0,8470000.0
903,Caiuby,27000.0,8500000.0,8473000.0
904,Gabriel,11000.0,11500000.0,11489000.0
905,Iván Ramis,22000.0,3600000.0,3578000.0
906,M. Suchý,26000.0,6500000.0,6474000.0
907,T. Vilhena,13000.0,11500000.0,11487000.0
908,E. Çolak,27000.0,9500000.0,9473000.0
909,V. Germain,49000.0,9000000.0,8951000.0
910,G. Hoarau,26000.0,4700000.0,4674000.0
911,Sergio García,23000.0,4099999.9999999995,4076999.9999999995
912,E. Choupo-Moting,75000.0,9000000.0,8925000.0
913,J. Pinola,16000.0,2100000.0,2084000.0
914,J. Hendrix,13000.0,10000000.0,9987000.0
915,J. Izquierdo,45000.0,10500000.0,10455000.0
916,S. Sydorchuk,1000.0,10000000.0,9999000.0
917,C. Grenier,32000.0,10000000.0,9968000.0
918,T. Strobl,27000.0,7000000.0,6973000.0
919,V. Odjidja-Ofoe,24000.0,8500000.0,8476000.0
920,N. Guzmán,38000.0,5000000.0,4962000.0
921,F. Fabra,22000.0,8000000.0,7978000.0
922,J. Maddison,45000.0,13000000.0,12955000.0
923,K. El Ahmadi,35000.0,3600000.0,3565000.0
924,M. Carcela-González,19000.0,8500000.0,8481000.0
925,M. Gabbiadini,51000.0,10500000.0,10449000.0
926,Gomes,25000.0,600000.0,575000.0
927,M. Ritchie,49000.0,9000000.0,8951000.0
928,G. Bou,26000.0,9000000.0,8974000.0
929,Javi Fuego,28000.0,2700000.0,2672000.0
930,E. Akbaba,51000.0,11000000.0,10949000.0
931,J. Amavi,34000.0,10000000.0,9966000.0
932,R. Malinovskyi,17000.0,11500000.0,11483000.0
933,D. Welbeck,95000.0,9500000.0,9405000.0
934,G. Conti,10000.0,10500000.0,10490000.0
935,Bruno,23000.0,8000000.0,7977000.0
936,Garry Rodrigues,53000.0,9500000.0,9447000.0
937,A. Schwolow,19000.0,7000000.0,6981000.0
938,L. Cook,44000.0,12500000.0,12456000.0
939,P. Pérez,24000.0,6500000.0,6476000.0
940,Gazzolisco,26000.0,6500000.0,6474000.0
941,Jonatan Soriano,23000.0,7000000.0,6977000.0
942,Rubén Peña,22000.0,8500000.0,8478000.0
943,Mikel San José,25000.0,8500000.0,8475000.0
944,P. Groß,47000.0,10000000.0,9953000.0
945,L. Baines,74000.0,3400000.0,3326000.0
946,A. Ogbonna,65000.0,6500000.0,6435000.0
947,Juan Jesus,51000.0,7500000.0,7449000.0
948,J. Martínez,22000.0,8000000.0,7978000.0
949,N. Elvedi,19000.0,11000000.0,10981000.0
950,G. Moreno,17000.0,7000000.0,6983000.0
951,J. Valdivia,10000.0,4500000.0,4490000.0
952,A. Carroll,80000.0,9000000.0,8920000.0
953,Luís Neto,0.0,0.0,0.0
954,A. Pyatov,1000.0,3600000.0,3599000.0
955,T. Gutiérrez,6000.0,5500000.0,5494000.0
956,Álex Remiro,15000.0,9000000.0,8985000.0
957,Wilson Eduardo,17000.0,9500000.0,9483000.0
958,Jorge Meré,15000.0,10500000.0,10485000.0
959,M. Elneny,76000.0,9000000.0,8924000.0
960,D. Torres,24000.0,7000000.0,6976000.0
961,Y. Bounou,22000.0,7500000.0,7478000.0
962,A. Prijović,1000.0,9000000.0,8999000.0
963,A. Jahanbakhsh,41000.0,11500000.0,11459000.0
964,J. Calleri,24000.0,12000000.0,11976000.0
965,Simão Acunha,35000.0,8500000.0,8465000.0
966,N. Müller,34000.0,8500000.0,8466000.0
967,L. Ocampos,38000.0,12000000.0,11962000.0
968,J. Rodriguez,41000.0,9000000.0,8959000.0
969,V. Ibišević,31000.0,5500000.0,5469000.0
970,S. Rondón,41000.0,9000000.0,8959000.0
971,Victor Sánchez,26000.0,6500000.0,6474000.0
972,D. Suárez,22000.0,6500000.0,6478000.0
973,K. Huntelaar,20000.0,4700000.0,4680000.0
974,L. Dubois,44000.0,10500000.0,10456000.0
975,André Pinto,14000.0,7000000.0,6986000.0
976,K. Lala,19000.0,8500000.0,8481000.0
977,O. Kıvrak,24000.0,5500000.0,5476000.0
978,A. Bertolacci,75000.0,9000000.0,8925000.0
979,E. Giaccherini,20000.0,5500000.0,5480000.0
980,A. Živković,11000.0,12500000.0,12489000.0
981,R. Ábila,27000.0,9000000.0,8973000.0
982,P. Diop,22000.0,5000000.0,4978000.0
983,D. Garmash,1000.0,9000000.0,8999000.0
984,T. Chandler,33000.0,7000000.0,6967000.0
985,R. Klavan,30000.0,5000000.0,4970000.0
986,A. Miranchuk,1000.0,12000000.0,11999000.0
987,D. Da Silva,30000.0,6500000.0,6470000.0
988,D. Benaglio,44000.0,3600000.0,3556000.0
989,T. Rincón,42000.0,8000000.0,7958000.0
990,M. Pereira,13000.0,2500000.0,2487000.0
991,C. Borges,24000.0,6500000.0,6476000.0
992,J. Sand,3000.0,3200000.0,3197000.0
993,Markel Bergara,22000.0,5000000.0,4978000.0
994,Vágner Love,50000.0,4700000.0,4650000.0
995,B. Bourigeaud,28000.0,11500000.0,11472000.0
996,R. Soriano,31000.0,9500000.0,9469000.0
997,D. Kuzyaev,0.0,0.0,0.0
998,R. Sambueza,26000.0,4500000.0,4474000.0
999,Montoya,43000.0,8000000.0,7957000.0
1000,A. Poli,34000.0,9000000.0,8966000.0
1001,C. Austin,53000.0,9000000.0,8947000.0
1002,L. Tonelli,53000.0,8500000.0,8447000.0
1003,M. Zárate,26000.0,8000000.0,7974000.0
1004,J. Sancho,22000.0,14500000.0,14478000.0
1005,D. Basta,41000.0,3400000.0,3359000.0
1006,Marçal,54000.0,6500000.0,6446000.0
1007,Munir,115000.0,12500000.0,12385000.0
